3,1,Αγορά εσιτηρίου,Πτήσεις-Κρατήσεις-Ενοικιάσεις
3,2,Πληροφορίες κράτησης,Πτήσεις-Κρατήσεις-Ενοικιάσεις
3,3,Check-in  ,Πτήσεις-Κρατήσεις-Ενοικιάσεις
3,4,Κράτηση ξενοδοχείου,Πτήσεις-Κρατήσεις-Ενοικιάσεις
3,5,Ενοικίαση αυτοκινήτου,Πτήσεις-Κρατήσεις-Ενοικιάσεις
3,6,Διαχείριση κράτησης,Πτήσεις-Κρατήσεις-Ενοικιάσεις
3,7,Πρόγραμμα δρομολογίων,Πτήσεις-Κρατήσεις-Ενοικιάσεις
3,8,Προσφορές και διαγωνισμοί,Προσφορές-Πόντοι-Μίλια
3,9,Ημερολογίο πτήσεων με χαμηλές τιμές,Πτήσεις-Κρατήσεις-Ενοικιάσεις
3,10,Πρόσθετες υπηρεσίες πτήσεων,Πτήσεις-Κρατήσεις-Ενοικιάσεις
3,11,Οδηγός αεροδρομίου,Διάφορες πληροφορίες
3,12,Πληροφορίες αποσκευών,Διάφορες πληροφορίες
3,13,Πληροφορίες check-in,Πτήσεις-Κρατήσεις-Ενοικιάσεις
3,14,Επιλογές κατά την διάρκεια της πτήσης,Πτήσεις-Κρατήσεις-Ενοικιάσεις
3,15,Επιλογή θέσεων,Πτήσεις-Κρατήσεις-Ενοικιάσεις
3,16,Ειδικές περιπτώσεις πτήσεων/επιβατών,Διάφορες πληροφορίες
3,17,Αναβάθμιση σε διακεκριμένη θέση,Πτήσεις-Κρατήσεις-Ενοικιάσεις
3,18,Παροχές για οικογένειες,Προσφορές-Πόντοι-Μίλια
3,19,Ειδοποιήσεις/ενημερώσεις στο κινητό,Προφίλ
3,20,"Εφαρμογή για Android, iOS",Προφίλ
3,21,Εύρεση πτήσεων,Πτήσεις-Κρατήσεις-Ενοικιάσεις
3,22,Προορισμοί στην Ευρώπη,Διάφορα
3,23,Κορυφαίοι προορισμοί,Διάφορα
3,24,Ανακαλύψτε την Ελλάδα,Διάφορα
3,25,Χάρτης δρομολογίων,Πτήσεις-Κρατήσεις-Ενοικιάσεις
3,26,Εγγραφή στο πρόγραμμα επιβράβευσης,Προσφορές-Πόντοι-Μίλια
3,27,Όροι και προϋποθέσεις συμμετοχής στο πρόγραμμα επιβράβευσης,Προσφορές-Πόντοι-Μίλια
3,28,Οι κατηγορίες και τα προνόμοια της κάθε βαθμίδας,Διάφορες πληροφορίες
3,29,Συγκέντρωση πόντων από πτήσεις,Προσφορές-Πόντοι-Μίλια
3,30,Εξαργύρωση των πόντων σας σε αγορές,Προσφορές-Πόντοι-Μίλια
3,31,Δίκτυο συνεργατών του προγράμματος επιβράβευσης,Προσφορές-Πόντοι-Μίλια
3,32,Αγορά και μεταφορά πόντων από πτήσεις,Προσφορές-Πόντοι-Μίλια
3,33,Εμπειρίες που μπορείτε να ζήσετε,Διάφορα
3,34,Προτάσεις για συμμετοχή σε εκδηλώσεις,Διάφορα
3,35,Υπολογιστής πόντων για συγκεκριμένη πτήση,Προσφορές-Πόντοι-Μίλια
3,36,Πρόγραμμα επιβράβευσης- Ο λογαριασμός μου,Προφίλ
3,37,Το προφίλ μου,Προφίλ
3,38,Οι επόμενες κρατήσεις μου,Πτήσεις-Κρατήσεις-Ενοικιάσεις
3,39,Προσθήκη κράτησης,Πτήσεις-Κρατήσεις-Ενοικιάσεις
3,40,Τα προνόμοια της κατηγορίας που ανήκω,Διάφορες πληροφορίες
3,41,Τα κουπόνια που δικαιούμαι,Προσφορές-Πόντοι-Μίλια
3,42,Η αποστολή της εταιρίας,Διάφορες πληροφορίες
3,43,Προφίλ εταιρίας,Διάφορες πληροφορίες
